"Currency","Trans Type","Settle State","Tran #","Device","Location","Asset #","Date","Card Type","Amount","AP Code","Details"
"United States Dollars","Cash","Processed",20110300083,"VJ300394022","Case Soda","TBD","03/13/2025 11:28:46 AM","Cash","$2.00",,"0007($2.00)"
"United States Dollars","Cash","Processed",20111052738,"VJ300394022","Case Soda","TBD","03/13/2025 01:05:25 PM","Cash","$2.00",,"0001($2.00)"
"United States Dollars","Cash","Processed",20109716932,"VJ300394028","Lake Geneva YMCA - Snack","TBD","03/13/2025 10:07:29 AM","Cash","$2.25",,"45($2.25)"
"United States Dollars","Cash","Processed",20112563744,"VJ300394028","Lake Geneva YMCA - Snack","TBD","03/13/2025 05:01:38 PM","Cash","$1.00",,"51($1.00)"
"United States Dollars","Cash","Processed",20113323474,"VJ300394028","Lake Geneva YMCA - Snack","TBD","03/13/2025 08:01:31 PM","Cash","$1.00",,"11($1.00)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108858484,"VJ300394028","Lake Geneva YMCA - Snack","TBD","03/13/2025 07:28:42 AM","Visa (Apple Pay EMV)","$1.10","703182","61($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112914883,"VJ300394028","Lake Geneva YMCA - Snack","TBD","03/13/2025 06:15:58 PM","Visa (EMV Contactless)","$1.60","181533","32($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20110846136,"VJ300394146","Waukesha South","TBD","03/13/2025 12:37:15 PM","Cash","$3.00",,"22($3.00)"
"United States Dollars","Credit","Settled",20110877135,"VJ300394146","Waukesha South","TBD","03/13/2025 12:41:21 PM","Visa (Swiped)","$2.10","013585","51($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20110889344,"VJ300394146","Waukesha South","TBD","03/13/2025 12:43:12 PM","Visa (Apple Pay Cash EMV)","$1.60","420440","32($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay Cash EMV)","Settled",20112000511,"VJ300394146","Waukesha South","TBD","03/13/2025 03:20:17 PM","Visa (Apple Pay Cash EMV)","$2.35","687917","34($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20108856953,"VJ300394146","Waukesha South","TBD","03/13/2025 07:28:08 AM","MasterCard (Apple Pay EMV)","$3.10","072746","52($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109944633,"VJ300394146","Waukesha South","TBD","03/13/2025 10:43:13 AM","MasterCard (Apple Pay EMV)","$1.60","047403","53($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110882811,"VJ300394146","Waukesha South","TBD","03/13/2025 12:42:15 PM","Visa (Apple Pay EMV)","$3.10","104150","23($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110900103,"VJ300394146","Waukesha South","TBD","03/13/2025 12:44:35 PM","Visa (Apple Pay EMV)","$3.10","811477","22($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110914245,"VJ300394146","Waukesha South","TBD","03/13/2025 12:46:45 PM","Visa (Apple Pay EMV)","$4.70","276385","42($2.25), 34($2.25), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110918817,"VJ300394146","Waukesha South","TBD","03/13/2025 12:47:27 PM","Visa (Apple Pay EMV)","$2.35","941649","43($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111990239,"VJ300394146","Waukesha South","TBD","03/13/2025 03:18:41 PM","Visa (Apple Pay EMV)","$1.60","011816","63($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112006548,"VJ300394146","Waukesha South","TBD","03/13/2025 03:21:18 PM","MasterCard (Apple Pay EMV)","$3.20","2TFQ40","21($1.50), 13($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112014979,"VJ300394146","Waukesha South","TBD","03/13/2025 03:22:28 PM","Visa (Apple Pay EMV)","$1.60","328028","11($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109340604,"VJ300394146","Waukesha South","TBD","03/13/2025 09:05:54 AM","MasterCard (EMV Contactless)","$1.60","730893","53($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109842929,"VJ300394146","Waukesha South","TBD","03/13/2025 10:28:42 AM","Visa (EMV Contactless)","$3.20","102756","13($1.50), 13($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109996618,"VJ300394146","Waukesha South","TBD","03/13/2025 10:51:00 AM","Visa (EMV Contactless)","$2.35","005041","43($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110005867,"VJ300394146","Waukesha South","TBD","03/13/2025 10:52:01 AM","Visa (EMV Contactless)","$3.10","005142","23($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110840701,"VJ300394146","Waukesha South","TBD","03/13/2025 12:36:17 PM","MasterCard (EMV Contactless)","$2.35","281878","42($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110864687,"VJ300394146","Waukesha South","TBD","03/13/2025 12:39:27 PM","MasterCard (EMV Contactless)","$2.35","478821","34($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110870731,"VJ300394146","Waukesha South","TBD","03/13/2025 12:40:22 PM","MasterCard (EMV Contactless)","$2.35","633230","43($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110894026,"VJ300394146","Waukesha South","TBD","03/13/2025 12:43:51 PM","Visa (EMV Contactless)","$2.35","034147","33($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110937989,"VJ300394146","Waukesha South","TBD","03/13/2025 12:50:05 PM","Visa (EMV Contactless)","$3.70","025660","51($2.00), 32($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111959886,"VJ300394146","Waukesha South","TBD","03/13/2025 03:13:31 PM","MasterCard (EMV Contactless)","$1.60","221SU0","63($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20109676932,"VJ300394147","Budd's Van Lines","TBD","03/13/2025 10:01:31 AM","Cash","$2.00",,"D1($2.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111731532,"VJ300394147","Budd's Van Lines","TBD","03/13/2025 02:39:27 PM","Visa (EMV Contactless)","$2.20","143911","B1($1.00), B1($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20108715285,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 06:48:24 AM","Cash","$1.00",,"118($1.00)"
"United States Dollars","Cash","Processed",20108722993,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 06:50:53 AM","Cash","$1.00",,"130($1.00)"
"United States Dollars","Cash","Processed",20108723507,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 06:51:07 AM","Cash","$1.00",,"130($1.00)"
"United States Dollars","Cash","Processed",20108800659,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 07:12:29 AM","Cash","$1.00",,"128($1.00)"
"United States Dollars","Cash","Processed",20110125054,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 11:05:50 AM","Cash","$1.00",,"122($1.00)"
"United States Dollars","Cash","Processed",20110423265,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 11:43:36 AM","Cash","$1.50",,"132($1.50)"
"United States Dollars","Cash","Processed",20110428443,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 11:44:18 AM","Cash","$1.00",,"120($1.00)"
"United States Dollars","Cash","Processed",20110550472,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 12:00:03 PM","Cash","$1.00",,"128($1.00)"
"United States Dollars","Credit","Settled",20107923416,"VJ300394148","Horlick HS - Snack","TBD","03/12/2025 10:40:51 PM","Visa (Swiped)","$3.20","736227","112($1.00), 144($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit","Settled",20107924213,"VJ300394148","Horlick HS - Snack","TBD","03/12/2025 10:41:30 PM","Visa (Swiped)","$1.10","943564","128($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20111466748,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 02:02:30 PM","Visa (Swiped)","$1.10","618153","122($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109490471,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 09:32:06 AM","Visa (Apple Pay EMV)","$3.20","903113","134($1.50), 136($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108152387,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 12:42:07 AM","Visa (EMV Contactless)","$1.10","530975","118($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108153851,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 12:43:06 AM","Visa (EMV Contactless)","$2.10","116813","153($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108155879,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 12:44:26 AM","Visa (EMV Contactless)","$1.10","353601","138($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108262980,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 02:01:34 AM","Visa (EMV Contactless)","$2.10","020129","159($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108710557,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 06:46:28 AM","Visa (EMV Contactless)","$2.10","51602D","152($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110519097,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 11:56:40 AM","Visa (EMV Contactless)","$2.10","115628","147($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112867689,"VJ300394148","Horlick HS - Snack","TBD","03/13/2025 06:04:54 PM","MasterCard (EMV Contactless)","$2.70","03377Z","114($1.00), 136($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20109824260,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:25:44 AM","Cash","$1.00",,"24($1.00)"
"United States Dollars","Cash","Processed",20109828712,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:26:20 AM","Cash","$1.00",,"24($1.00)"
"United States Dollars","Cash","Processed",20109830088,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:26:42 AM","Cash","$1.00",,"24($1.00)"
"United States Dollars","Cash","Processed",20109833955,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:27:13 AM","Cash","$2.00",,"60($2.00)"
"United States Dollars","Cash","Processed",20109841678,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:28:23 AM","Cash","$1.00",,"20($1.00)"
"United States Dollars","Cash","Processed",20109847859,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:29:20 AM","Cash","$2.00",,"60($2.00)"
"United States Dollars","Cash","Processed",20109920885,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:39:40 AM","Cash","$1.00",,"22($1.00)"
"United States Dollars","Cash","Processed",20109943185,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:43:05 AM","Cash","$3.00",,"66($3.00)"
"United States Dollars","Cash","Processed",20110813721,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 12:32:58 PM","Cash","$2.00",,"45($2.00)"
"United States Dollars","Cash","Processed",20110819260,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 12:33:45 PM","Cash","$3.00",,"66($3.00)"
"United States Dollars","Cash","Processed",20111189435,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:24:30 PM","Cash","$1.00",,"22($1.00)"
"United States Dollars","Cash","Processed",20111194211,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:25:13 PM","Cash","$2.00",,"53($2.00)"
"United States Dollars","Cash","Processed",20111206866,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:27:13 PM","Cash","$2.00",,"60($2.00)"
"United States Dollars","Cash","Processed",20111216961,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:28:47 PM","Cash","$2.00",,"55($2.00)"
"United States Dollars","Cash","Processed",20111397307,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:53:46 PM","Cash","$1.00",,"40($1.00)"
"United States Dollars","Cash","Processed",20111434917,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:58:52 PM","Cash","$1.00",,"10($1.00)"
"United States Dollars","Cash","Processed",20112003930,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 03:20:59 PM","Cash","$1.00",,"30($1.00)"
"United States Dollars","Cash","Processed",20112006045,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 03:21:15 PM","Cash","$1.00",,"30($1.00)"
"United States Dollars","Cash","Processed",20113168071,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:17:47 PM","Cash","$1.00",,"18($1.00)"
"United States Dollars","Cash","Processed",20113171140,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:18:29 PM","Cash","$1.00",,"18($1.00)"
"United States Dollars","Cash","Processed",20113216598,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:30:56 PM","Cash","$1.00",,"24($1.00)"
"United States Dollars","Cash","Processed",20113218903,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:31:37 PM","Cash","$2.00",,"60($2.00)"
"United States Dollars","Cash","Processed",20113241338,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:37:29 PM","Cash","$2.00",,"60($2.00)"
"United States Dollars","Cash","Processed",20113245748,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:38:37 PM","Cash","$1.00",,"20($1.00)"
"United States Dollars","Cash","Processed",20113251796,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:40:26 PM","Cash","$3.00",,"66($3.00)"
"United States Dollars","Cash","Processed",20113273982,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:46:57 PM","Cash","$3.00",,"66($3.00)"
"United States Dollars","Cash","Processed",20113276759,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:47:58 PM","Cash","$3.00",,"68($3.00)"
"United States Dollars","Cash","Processed",20113279570,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:48:37 PM","Cash","$3.00",,"68($3.00)"
"United States Dollars","Cash","Processed",20113283294,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:49:49 PM","Cash","$3.00",,"68($3.00)"
"United States Dollars","Cash","Processed",20113287555,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:51:06 PM","Cash","$1.00",,"24($1.00)"
"United States Dollars","Cash","Processed",20113296810,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:54:00 PM","Cash","$3.00",,"68($3.00)"
"United States Dollars","Cash","Processed",20113300246,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:55:11 PM","Cash","$2.00",,"45($2.00)"
"United States Dollars","Credit","Settled",20109599615,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 09:51:07 AM","Visa (Swiped)","$3.20","747503","36($1.50), 36($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit","Settled",20111128279,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:15:30 PM","Visa (Swiped)","$3.10","052086","68($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit","Settled",20111432265,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:58:22 PM","Visa (Swiped)","$1.60","750395","36($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109774798,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:17:19 AM","American Express (Apple Pay EMV)","$4.20","888832","53($2.00), 48($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110023031,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:54:24 AM","Visa (Apple Pay EMV)","$4.20","748119","49($2.00), 48($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110550627,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 11:57:57 AM","MasterCard (Apple Pay EMV)","$2.70","276717","62($1.50), 30($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20110664791,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 12:12:50 PM","Visa (Apple Pay EMV)","$3.10","121242","64($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111107611,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:12:30 PM","Visa (Apple Pay EMV)","$2.10","860343","49($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112282810,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 04:07:38 PM","MasterCard (Apple Pay EMV)","$2.20","503790","22($1.00), 28($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112329619,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 04:16:36 PM","Visa (Apple Pay EMV)","$3.10","726575","64($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112574473,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:03:21 PM","MasterCard (Apple Pay EMV)","$1.60","276243","32($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112795703,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:49:34 PM","MasterCard (Apple Pay EMV)","$3.10","07706Z","68($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112798934,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:50:20 PM","MasterCard (Apple Pay EMV)","$2.10","00227Z","60($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112800643,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:50:57 PM","MasterCard (Apple Pay EMV)","$2.10","075052","60($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112810148,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:52:50 PM","MasterCard (Apple Pay EMV)","$2.20","075223","30($1.00), 30($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20112818273,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:54:48 PM","Visa (Apple Pay EMV)","$1.10","065418","30($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20113316905,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 07:59:24 PM","Visa (Apple Pay EMV)","$2.10","065920","45($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109662193,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 10:00:40 AM","Visa (EMV Contactless)","$2.10","100033","49($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111133199,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 01:16:24 PM","Visa (EMV Contactless)","$3.10","061922","68($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112792671,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 05:48:49 PM","MasterCard (EMV Contactless)","$2.10","074840","60($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112982374,"VJ300394149","Mukwonago Gym","TBD","03/13/2025 06:31:51 PM","Visa (EMV Contactless)","$1.60","412757","32($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108726079,"VJ300394150","Power Brace","TBD","03/13/2025 06:51:53 AM","Cash","$1.00",,"61($1.00)"
"United States Dollars","Cash","Processed",20110651858,"VJ300394150","Power Brace","TBD","03/13/2025 12:10:12 PM","Cash","$1.00",,"11($1.00)"
"United States Dollars","Cash","Processed",20110639426,"VJ300394150","Power Brace","TBD","03/13/2025 12:10:42 PM","Cash","$1.00",,"56($1.00)"
"United States Dollars","Cash","Processed",20110649204,"VJ300394150","Power Brace","TBD","03/13/2025 12:11:12 PM","Cash","$1.00",,"11($1.00)"
"United States Dollars","Cash","Processed",20110676672,"VJ300394150","Power Brace","TBD","03/13/2025 12:14:35 PM","Cash","$1.00",,"13($1.00)"
"United States Dollars","Cash","Processed",20112007408,"VJ300394150","Power Brace","TBD","03/13/2025 03:21:23 PM","Cash","$1.00",,"11($1.00)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108743919,"VJ300394150","Power Brace","TBD","03/13/2025 06:57:01 AM","MasterCard (EMV Contactless)","$3.10","013935","0000($3.00), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20112216785,"VJ300394151","Arrowhead North","TBD","03/13/2025 03:56:59 PM","Cash","$1.50",,"32($1.50)"
"United States Dollars","Cash","Processed",20112238984,"VJ300394151","Arrowhead North","TBD","03/13/2025 04:00:37 PM","Cash","$1.00",,"21($1.00)"
"United States Dollars","Cash","Processed",20112309226,"VJ300394151","Arrowhead North","TBD","03/13/2025 04:12:47 PM","Cash","$1.00",,"11($1.00)"
"United States Dollars","Credit","Settled",20111768961,"VJ300394151","Arrowhead North","TBD","03/13/2025 02:45:09 PM","MasterCard (Swiped)","$2.35","748864","41($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111761292,"VJ300394151","Arrowhead North","TBD","03/13/2025 02:43:54 PM","Visa (EMV Contactless)","$2.35","022477","41($2.25), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20108592174,"VJ300394152","Arrowhead South","TBD","03/13/2025 06:00:09 AM","Cash","$1.50",,"33($1.50)"
"United States Dollars","Cash","Processed",20111070531,"VJ300394152","Arrowhead South","TBD","03/13/2025 01:07:35 PM","Cash","$1.50",,"33($1.50)"
"United States Dollars","Cash","Processed",20111075955,"VJ300394152","Arrowhead South","TBD","03/13/2025 01:08:32 PM","Cash","$1.50",,"33($1.50)"
"United States Dollars","Cash","Processed",20112273637,"VJ300394152","Arrowhead South","TBD","03/13/2025 04:06:22 PM","Cash","$2.25",,"56($2.25)"
"United States Dollars","Credit","Settled",20109276315,"VJ300394152","Arrowhead South","TBD","03/13/2025 08:56:32 AM","MasterCard (Swiped)","$3.95","134394","32($1.50), 54($2.25), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109441590,"VJ300394152","Arrowhead South","TBD","03/13/2025 09:23:41 AM","Visa (Apple Pay EMV)","$3.20","07756D","32($1.50), 32($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20109477368,"VJ300394152","Arrowhead South","TBD","03/13/2025 09:29:48 AM","MasterCard (Apple Pay EMV)","$3.20","47951W","33($1.50), 32($1.50), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111636142,"VJ300394152","Arrowhead South","TBD","03/13/2025 02:26:10 PM","Visa (Apple Pay EMV)","$1.60","06429D","22($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (Apple Pay EMV)","Settled",20111668937,"VJ300394152","Arrowhead South","TBD","03/13/2025 02:30:49 PM","Visa (Apple Pay EMV)","$1.60","013457","22($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111062782,"VJ300394152","Arrowhead South","TBD","03/13/2025 01:06:27 PM","Visa (EMV Contactless)","$4.70","090514","54($2.25), 54($2.25), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111233755,"VJ300394152","Arrowhead South","TBD","03/13/2025 01:30:29 PM","Visa (EMV Contactless)","$1.60","861407","32($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111505842,"VJ300394152","Arrowhead South","TBD","03/13/2025 02:07:38 PM","MasterCard (EMV Contactless)","$1.60","643382","32($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Cash","Processed",20110076421,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 11:01:06 AM","Cash","$2.00",,"153($2.00)"
"United States Dollars","Cash","Processed",20110096671,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 11:02:55 AM","Cash","$2.00",,"155($2.00)"
"United States Dollars","Cash","Processed",20110113777,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 11:04:20 AM","Cash","$1.00",,"122($1.00)"
"United States Dollars","Cash","Processed",20111408425,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 01:55:21 PM","Cash","$2.00",,"159($2.00)"
"United States Dollars","Cash","Processed",20112013155,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 03:22:25 PM","Cash","$1.00",,"128($1.00)"
"United States Dollars","Credit","Settled",20109271442,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 08:55:36 AM","Visa (Swiped)","$1.10","013802","132($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20108907626,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 07:41:32 AM","Visa (EMV Contactless)","$2.20","074113","126($1.00), 126($1.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20109465455,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 09:27:48 AM","Visa (EMV Contactless)","$2.10","32397D","159($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20110873324,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 12:40:49 PM","MasterCard (EMV Contactless)","$1.10","024040","116($1.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20111211531,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 01:27:36 PM","MasterCard (EMV Contactless)","$2.10","01469Z","159($2.00), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112348817,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 04:19:48 PM","MasterCard (EMV Contactless)","$1.60","008401","142($1.50), Two-Tier Pricing($0.10)"
"United States Dollars","Credit (EMV Contactless)","Settled",20112373285,"VJ300489854","Summit Place - Snack","TBD","03/13/2025 04:24:27 PM","MasterCard (EMV Contactless)","$3.20","02120P","146($1.00), 154($2.00), Two-Tier Pricing(2 * $0.10)"
"United States Dollars","Cash","Processed",20108826726,"VJ300489855","Break Box - Snack","TBD","03/13/2025 07:19:50 AM","Cash","$1.50",,"146($1.50)"
"United States Dollars","Credit","Settled",20108612489,"VJ300489855","Break Box - Snack","TBD","03/13/2025 06:08:37 AM","Visa (Swiped)","$4.20","060815","152($2.00), 155($2.00), Two-Tier Pricing(2 * $0.10)"
